Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450072449;FONTAINE_BOIS;GHM Bois;224;;RUE DE COURCELLES;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.294176071736591, 48.88873109806868], ""type"": ""Point""}";48.88873109806868,2.294176071736591
450071865;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE LOUIS XVI;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.323399933550545, 48.8739099283862], ""type"": ""Point""}";48.8739099283862,2.323399933550545
450071870;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.309593294293269, 48.87943430730735], ""type"": ""Point""}";48.87943430730735,2.309593294293269
450072554;FONTAINE_BOIS;Particulier;;25;RUE PETIT;PARIS 19EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.38224818115697, 48.885111078821375], ""type"": ""Point""}";48.885111078821375,2.38224818115697
450072637;FONTAINE_BOIS;GHM Bois;;;JARDIN DE LA GARE DE CHARONNE;PARIS 20EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.410088690504722, 48.85265594538851], ""type"": ""Point""}";48.85265594538851,2.410088690504722
450072562;FONTAINE_BOIS;GHM Bois;;;BOULEVARD D ALGERIE;PARIS 19EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.397413491866223, 48.88176073959854], ""type"": ""Point""}";48.88176073959854,2.397413491866223
450070527;FONTAINE_BOIS;Ville de Paris Bois;;;AVENUE DE SAINT CLOUD;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.25482088607392, 48.85791503856369], ""type"": ""Point""}";48.85791503856369,2.25482088607392
450072653;FONTAINE_BOIS;GHM Bois;;;SQUARE HENRI KARCHER;PARIS 20EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.400935173425389, 48.860019794570775], ""type"": ""Point""}";48.860019794570775,2.400935173425389
450070468;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DES TRIBUNES;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.23331228011322, 48.86400029024862], ""type"": ""Point""}";48.86400029024862,2.23331228011322
450077177;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.408728548115892, 48.878839785796174], ""type"": ""Point""}";48.878839785796174,2.408728548115892
450077718;FONTAINE_BOIS;;;;AVENUE DE L OUEST;PARIS 14EME ARRONDISSEMENT;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.325158960313949, 48.8398949225433], ""type"": ""Point""}";48.8398949225433,2.325158960313949
450077725;FONTAINE_BOIS;;;;ALLEE CIRCULAIRE;PARIS 14EME ARRONDISSEMENT;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.325672605441265, 48.83770467774452], ""type"": ""Point""}";48.83770467774452,2.325672605441265
450077730;FONTAINE_BOIS;;;;CITE NICOLAS POUSSIN;PARIS 14EME ARRONDISSEMENT;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.330018376971975, 48.83829443526197], ""type"": ""Point""}";48.83829443526197,2.330018376971975
450077753;FONTAINE_BOIS;;;;ROND POINT CASIMIR PERIER;PARIS 20EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.393517655153983, 48.86022364701611], ""type"": ""Point""}";48.86022364701611,2.393517655153983
450077486;FONTAINE_BOIS;Bayard D1;;;ALLEE LOUIS ARAGON;PARIS 1ER ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.343608875098683, 48.862912603799046], ""type"": ""Point""}";48.862912603799046,2.343608875098683
450077492;FONTAINE_BOIS;Bayard BF3;;;BOULEVARD PEREIRE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.28936991828832, 48.88080993933728], ""type"": ""Point""}";48.88080993933728,2.28936991828832
450077503;FONTAINE_BOIS;GHM Bois;;;ALLEE DES CARDINOUX;PARIS 19EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.372126354777309, 48.89991081624743], ""type"": ""Point""}";48.89991081624743,2.372126354777309
450077514;FONTAINE_BOIS;Particulier;;;RUE PIXERECOURT;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.395301785199124, 48.87454323872098], ""type"": ""Point""}";48.87454323872098,2.395301785199124
450077527;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.408532555442367, 48.878648499119265], ""type"": ""Point""}";48.878648499119265,2.408532555442367
450080498;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.380384515715174, 48.762471018041474], ""type"": ""Point""}";48.762471018041474,2.380384515715174
450080250;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.416950355424819, 48.904175876527496], ""type"": ""Point""}";48.904175876527496,2.416950355424819
450080729;FONTAINE_BOIS;Santa Cole Atlantida;26;;RUE LOUIS DELAPORTE;PARIS 20EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.413703176653234, 48.84776381912286], ""type"": ""Point""}";48.84776381912286,2.413703176653234
450080774;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DU PRE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.363291981081005, 48.8964714922914], ""type"": ""Point""}";48.8964714922914,2.363291981081005
450080384;FONTAINE_BOIS;GHM Bois;;;ALLEE BLAISE CENDRARS;PARIS 1ER ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.343734781865777, 48.86209497200116], ""type"": ""Point""}";48.86209497200116,2.343734781865777
450080258;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.403144312955964, 48.904328975941404], ""type"": ""Point""}";48.904328975941404,2.403144312955964
450080266;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.406749335173803, 48.90691554530597], ""type"": ""Point""}";48.90691554530597,2.406749335173803
450080187;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.37903121036382, 48.757061817885926], ""type"": ""Point""}";48.757061817885926,2.37903121036382
450080196;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.380955333573068, 48.76014049955428], ""type"": ""Point""}";48.76014049955428,2.380955333573068
450080293;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.368210299065339, 48.81324972142103], ""type"": ""Point""}";48.81324972142103,2.368210299065339
450019285;FONTNE_WALLACE;Caryatides;;1F;BOULEVARD RICHARD LENOIR;PARIS 11EME ARRONDISSEMENT;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.369437000283368, 48.854300212763484], ""type"": ""Point""}";48.854300212763484,2.369437000283368
450019317;FONTNE_WALLACE;Caryatides;;29F;BOULEVARD DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.388932379586632, 48.86027365663439], ""type"": ""Point""}";48.86027365663439,2.388932379586632
450019297;FONTNE_WALLACE;Caryatides;;113F;BOULEVARD DE SEBASTOPOL;PARIS 3EME ARRONDISSEMENT;NON;2021-12-13T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.353171948390871, 48.86715948969421], ""type"": ""Point""}";48.86715948969421,2.353171948390871
450080854;FONTNE_WALLACE;Caryatides;F 93;;QUAI D ORSAY;PARIS 7EME ARRONDISSEMENT;NON;2021-09-23T04:00:00+02:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.302372054581782, 48.862611657319434], ""type"": ""Point""}";48.862611657319434,2.302372054581782
450073014;FTNE_PETILLANTE;Fontaine pétillante;;;RUE DULAURE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.409760027702165, 48.86625251483257], ""type"": ""Point""}";48.86625251483257,2.409760027702165
450077173;FONTAINE_BOIS;Santa Cole Atlantida;;;;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.407537661744443, 48.87801508473806], ""type"": ""Point""}";48.87801508473806,2.407537661744443
450072935;FONTAINE_ARCEAU;Fontaine Arceau;;3;RUE DES PETITS PERES;PARIS 2EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.340577565167345, 48.86631073571219], ""type"": ""Point""}";48.86631073571219,2.340577565167345
450080476;FONTAINE_ARCEAU;Fontaine Arceau;;113;RUE REGNAULT;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3676397307194073, 48.82264050486304], ""type"": ""Point""}";48.82264050486304,2.3676397307194073
450080611;FONTAINE_ARCEAU;Fontaine Arceau;;11F;RUE LOUISE THULIEZ;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.395434217461297, 48.8775330318139], ""type"": ""Point""}";48.8775330318139,2.395434217461297
450072812;FONTAINE_BOIS;Salamandre;;;PLACE DE L ABBE G HENOCQUE;PARIS 13EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.353278372316584, 48.823833139518335], ""type"": ""Point""}";48.823833139518335,2.353278372316584
450070931;FONTAINE_BOIS;Wallace Bois;;;ROUTE DU PESAGE;PARIS 12EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.445349095966809, 48.82081059543957], ""type"": ""Point""}";48.82081059543957,2.445349095966809
450072328;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;RUE DE L EGLISE;PARIS 15EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.289482180163472, 48.84380653600779], ""type"": ""Point""}";48.84380653600779,2.289482180163472
450072530;FONTAINE_BOIS;Particulier;44F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.366383873934528, 48.886632273831154], ""type"": ""Point""}";48.886632273831154,2.366383873934528
450072215;FONTAINE_BOIS;En brique;;;RUE DE LA POINTE D IVRY;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.363963449347784, 48.82307273779204], ""type"": ""Point""}";48.82307273779204,2.363963449347784
450072221;FONTAINE_BOIS;GHM Bois;;;PARC DE CHOISY;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.360085485209082, 48.82766708831719], ""type"": ""Point""}";48.82766708831719,2.360085485209082
450072574;FONTAINE_BOIS;GHM Bois;;;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.387508254511221, 48.88074485123656], ""type"": ""Point""}";48.88074485123656,2.387508254511221
450072154;FONTAINE_BOIS;GHM Bois;170F;;RUE DE LA ROQUETTE;PARIS 11EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.385878845508363, 48.85925236214253], ""type"": ""Point""}";48.85925236214253,2.385878845508363
450072156;FONTAINE_BOIS;GHM Bois;;143;RUE DE LA ROQUETTE;PARIS 11EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.38445016363875, 48.85916574806329], ""type"": ""Point""}";48.85916574806329,2.38445016363875
450072426;FONTAINE_BOIS;GHM Bois;;;PARC SAINTE PERINE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.269169774128076, 48.84423874697873], ""type"": ""Point""}";48.84423874697873,2.269169774128076
450072339;FONTAINE_BOIS;GHM Bois;6F;;PLACE DU COMMERCE;PARIS 15EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.292916158274251, 48.84493224794479], ""type"": ""Point""}";48.84493224794479,2.292916158274251
450072412;FONTAINE_BOIS;GHM Bois;;;BOULEVARD DE L AMIRAL BRUIX;PARIS 16EME ARRONDISSEMENT;NON;2021-09-20T04:00:00+02:00;;APP SANS EAU;"{""coordinates"": [2.281779136908776, 48.87648710509202], ""type"": ""Point""}";48.87648710509202,2.281779136908776
450072283;FONTAINE_BOIS;GHM Bois;;;SQUARE DU SERMENT DE KOUFRA;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.323471063518862, 48.82199775765574], ""type"": ""Point""}";48.82199775765574,2.323471063518862
450072287;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONTSOURIS;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.339633301522581, 48.823787869217114], ""type"": ""Point""}";48.823787869217114,2.339633301522581
450072147;FONTAINE_BOIS;GHM Bois;;;JARDIN EMILE GALLE;PARIS 11EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.390791008594913, 48.85425570924949], ""type"": ""Point""}";48.85425570924949,2.390791008594913
450072545;FONTAINE_BOIS;GHM Bois;;;RUE GINETTE NEVEU;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.345315971272059, 48.89997193008548], ""type"": ""Point""}";48.89997193008548,2.345315971272059
450071881;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.308477241351893, 48.878404291415656], ""type"": ""Point""}";48.878404291415656,2.308477241351893
450072565;FONTAINE_BOIS;GHM Bois;60;;RUE COMPANS;PARIS 19EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.393771828351992, 48.87870173720641], ""type"": ""Point""}";48.87870173720641,2.393771828351992
450072645;FONTAINE_BOIS;GHM Bois;58;;RUE DE LAGNY;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.404720096071713, 48.848719093501614], ""type"": ""Point""}";48.848719093501614,2.404720096071713
450072660;FONTAINE_BOIS;GHM Bois;4;;RUE DU TRANSVAAL;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.387061161927332, 48.87142334774322], ""type"": ""Point""}";48.87142334774322,2.387061161927332
450077091;FONTAINE_BOIS;Particulier;;;AVENUE DE LA PORTE DE VANVES;PARIS 14EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.303623912041894, 48.825085055359814], ""type"": ""Point""}";48.825085055359814,2.303623912041894
450077176;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.408816073541932, 48.87829391301064], ""type"": ""Point""}";48.87829391301064,2.408816073541932
450077179;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.408349623027811, 48.87941386302896], ""type"": ""Point""}";48.87941386302896,2.408349623027811
450077662;FONTAINE_BOIS;Wallace Bois;;;LIEU DIT CARTOUCHERIE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.448646359641281, 48.83733600920065], ""type"": ""Point""}";48.83733600920065,2.448646359641281
450077667;FONTAINE_BOIS;Wallace Bois;;;CHAUSSEE CHAUSSEE DE L ETANG;SAINT-MANDE;NON;2021-12-01T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.420037749386411, 48.84322848221157], ""type"": ""Point""}";48.84322848221157,2.420037749386411
450077685;FONTAINE_BOIS;;;;AVENUE DE MONTEBELLO;PARIS 18EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.33106859368384, 48.888312117064125], ""type"": ""Point""}";48.888312117064125,2.33106859368384
450077691;FONTAINE_BOIS;Contemporaine;;;RUE CAULAINCOURT;PARIS 18EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.331740399304046, 48.88636789671529], ""type"": ""Point""}";48.88636789671529,2.331740399304046
450077694;FONTAINE_BOIS;;;;AVENUE RACHEL;PARIS 18EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.328856835119375, 48.88704433321576], ""type"": ""Point""}";48.88704433321576,2.328856835119375
450077737;FONTAINE_BOIS;;56 face;;RUE DES RONDEAUX;PARIS 20EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.394640244542066, 48.86333166004403], ""type"": ""Point""}";48.86333166004403,2.394640244542066
450077167;FONTAINE_BOIS;GHM Bois;;;BOULEVARD DE LA VILLETTE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.37632876418498, 48.87359426120312], ""type"": ""Point""}";48.87359426120312,2.37632876418498
450077441;FONTAINE_BOIS;Ville de Paris Bois;;;ALLEE DES FORTIFICATIONS;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.260224472058809, 48.85511414623058], ""type"": ""Point""}";48.85511414623058,2.260224472058809
450077447;FONTAINE_BOIS;Ville de Paris Bois;;;AVENUE DU MARECHAL LYAUTEY;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.257578385464852, 48.85171828519538], ""type"": ""Point""}";48.85171828519538,2.257578385464852
450080127;FONTAINE_BOIS;Santa Cole Atlantida;;;IMPASSE BONNE NOUVELLE;PARIS 10EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.350573043830073, 48.87115718449074], ""type"": ""Point""}";48.87115718449074,2.350573043830073
450080425;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE DE FRANCE;PARIS 13EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.373555268202458, 48.831946285296894], ""type"": ""Point""}";48.831946285296894,2.373555268202458
450080299;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.308123987018072, 48.80814091040978], ""type"": ""Point""}";48.80814091040978,2.308123987018072
450080308;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.310282635181887, 48.808015570084464], ""type"": ""Point""}";48.808015570084464,2.310282635181887
450080655;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;90;;RUE DU CHERCHE MIDI;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.322166538312027, 48.84772594966347], ""type"": ""Point""}";48.84772594966347,2.322166538312027
450080168;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.376317419848137, 48.762390581836264], ""type"": ""Point""}";48.762390581836264,2.376317419848137
450080254;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.408065708168043, 48.90290035985341], ""type"": ""Point""}";48.90290035985341,2.408065708168043
450080267;FONTAINE_BOIS;Bayard BF3;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.405969914364257, 48.90559939215595], ""type"": ""Point""}";48.90559939215595,2.405969914364257
450080195;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.379681550204674, 48.763394588153666], ""type"": ""Point""}";48.763394588153666,2.379681550204674
450080199;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.375351601984392, 48.75689817735078], ""type"": ""Point""}";48.75689817735078,2.375351601984392
450019270;FONTNE_WALLACE;Caryatides;2S;;PLACE DE LA CONCORDE;PARIS 8EME ARRONDISSEMENT;NON;2021-12-14T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.31969448583183, 48.86623786295298], ""type"": ""Point""}";48.86623786295298,2.31969448583183
450024957;FONTNE_WALLACE;Caryatides;24F;;RUE VAVIN;PARIS 6EME ARRONDISSEMENT;NON;2021-12-15T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.330293583429415, 48.8436812856094], ""type"": ""Point""}";48.8436812856094,2.330293583429415
450070383;FONTNE_WALLACE;Caryatides;30F;;AVENUE LAMORICIERE;PARIS 12EME ARRONDISSEMENT;NON;2021-12-14T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.412649858428464, 48.846079692651415], ""type"": ""Point""}";48.846079692651415,2.412649858428464
450019336;FONTNE_WALLACE;Caryatides;12F;;BOULEVARD DES BATIGNOLLES;PARIS 17EME ARRONDISSEMENT;NON;2021-12-20T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.326095119956838, 48.88331088238373], ""type"": ""Point""}";48.88331088238373,2.326095119956838
450019280;FONTNE_WALLACE;Caryatides;28F;;RUE DE LA GOUTTE D OR;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.352466207759614, 48.88497114563606], ""type"": ""Point""}";48.88497114563606,2.352466207759614
450071163;FONTNE_WALLACE;Caryatides;;21;PLACE LOUIS ARMSTRONG;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.359556469556426, 48.836402790995464], ""type"": ""Point""}";48.836402790995464,2.359556469556426
450024992;FTNE_MILLENAIRE;Fontaine du Millénaire;2;;PLACE SAINT MICHEL;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.343851865876374, 48.85366004955323], ""type"": ""Point""}";48.85366004955323,2.343851865876374
450080375;FTNE_PETILLANTE;Fontaine pétillante;4;;PLACE EDMOND MICHELET;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.350434266240811, 48.859929484068005], ""type"": ""Point""}";48.859929484068005,2.350434266240811
450080520;BORNE_FONTAINE;GHM Ville de Paris;88F;;RUE DES RIGOLES;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.389690787428524, 48.873789201345105], ""type"": ""Point""}";48.873789201345105,2.389690787428524
450080676;BORNE_FONTAINE;GHM Ville de Paris;36;;BOULEVARD DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.381807425006663, 48.86840357208106], ""type"": ""Point""}";48.86840357208106,2.381807425006663
450071115;FONTAINE_ALBIEN;Fontaine à l'albien;;;RUE DE LA MADONE;PARIS 18EME ARRONDISSEMENT;NON;2022-02-19T02:00:00+01:00;2022-03-11T02:00:00+01:00;APP A REPARER;"{""coordinates"": [2.361460200922398, 48.89250640037871], ""type"": ""Point""}";48.89250640037871,2.361460200922398
