Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450019295;BORNE_FONTAINE;GHM Ronde;68F;;COURS DE VINCENNES;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.404902066011573, 48.84744934199842], ""type"": ""Point""}";48.84744934199842,2.404902066011573
450024981;BORNE_FONTAINE;GHM Ville de Paris;50F;;RUE FABERT;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.311664749078715, 48.858599866633746], ""type"": ""Point""}";48.858599866633746,2.311664749078715
450080504;BORNE_FONTAINE;GHM Ville de Paris;;1F;PLACE MARTIN NADAUD;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.394417067668072, 48.864948989044], ""type"": ""Point""}";48.864948989044,2.394417067668072
450073004;FONTAINE_ARCEAU;Fontaine Arceau;;;PLACE ANNE MARIE CARRIERE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.334565911253296, 48.885954747828514], ""type"": ""Point""}";48.885954747828514,2.334565911253296
450025381;FONTAINE_BOIS;Wallace Bois;;;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.419418975606872, 48.83471831212431], ""type"": ""Point""}";48.83471831212431,2.419418975606872
450026021;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DES LACS A MADRID;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.258962467253844, 48.870694471346546], ""type"": ""Point""}";48.870694471346546,2.258962467253844
450025681;FONTAINE_BOIS;Wallace Bois;;;ROUTE CEINTURE LAC DAUMESNIL;PARIS 12EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.414333042399205, 48.83278392789237], ""type"": ""Point""}";48.83278392789237,2.414333042399205
450019160;FONTAINE_BOIS;GHM Bois;;;SQUARE BREGUET-SABIN;PARIS 11EME ARRONDISSEMENT;NON;2021-11-25T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.371626138450225, 48.85846541897845], ""type"": ""Point""}";48.85846541897845,2.371626138450225
450071804;FONTAINE_BOIS;Particulier;;5F;JARDIN DU MUSEE DE CLUNY;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.344163775053266, 48.85077142533565], ""type"": ""Point""}";48.85077142533565,2.344163775053266
450072433;FONTAINE_BOIS;GHM Bois;;;JARDIN DES SERRES D'AUTEUILS;PARIS 16EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.25294482294174, 48.84712747547777], ""type"": ""Point""}";48.84712747547777,2.25294482294174
450072079;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.24641578579255, 48.870321996671315], ""type"": ""Point""}";48.870321996671315,2.24641578579255
450072242;FONTAINE_BOIS;GHM Bois;;;SQUARE HELOISE ET ABELARD;PARIS 13EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.369797259417765, 48.83104356140474], ""type"": ""Point""}";48.83104356140474,2.369797259417765
450072524;FONTAINE_BOIS;GHM Bois;;25;RUE DES CLOYS;PARIS 18EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.339225624650322, 48.89203249308772], ""type"": ""Point""}";48.89203249308772,2.339225624650322
450072210;FONTAINE_BOIS;Particulier;;57F;RUE DE CROULEBARBE;PARIS 13EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.349001484694692, 48.831924522569224], ""type"": ""Point""}";48.831924522569224,2.349001484694692
450072229;FONTAINE_BOIS;Particulier;;43;RUE GANDON;PARIS 13EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.363006362152599, 48.82057576595521], ""type"": ""Point""}";48.82057576595521,2.363006362152599
450072532;FONTAINE_BOIS;Particulier;70F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.366368808453312, 48.888509497413246], ""type"": ""Point""}";48.888509497413246,2.366368808453312
450072573;FONTAINE_BOIS;GHM Bois;;;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.386822565391552, 48.88139876720761], ""type"": ""Point""}";48.88139876720761,2.386822565391552
450072422;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;6 FACE;;SQUARE LAMARTINE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.274866711827189, 48.8645412811709], ""type"": ""Point""}";48.8645412811709,2.274866711827189
450072467;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;RUE MARIA DERAISMES;PARIS 17EME ARRONDISSEMENT;NON;2021-12-17T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.326562995341582, 48.89397463883726], ""type"": ""Point""}";48.89397463883726,2.326562995341582
450072506;FONTAINE_BOIS;GHM Bois;22;;RUE RAYMOND QUENEAU;PARIS 18EME ARRONDISSEMENT;NON;2021-09-17T04:00:00+02:00;;INACCESSIBLE;"{""coordinates"": [2.361182497587972, 48.89570972613115], ""type"": ""Point""}";48.89570972613115,2.361182497587972
450072520;FONTAINE_BOIS;GHM Bois;;;SQUARE M KRIEGEL VALRIMONT;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3467267120054363, 48.89335686391125], ""type"": ""Point""}";48.89335686391125,2.3467267120054363
450072137;FONTAINE_BOIS;Particulier;;11;RUE JULES VERNE;PARIS 11EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3748998241197983, 48.870623020877304], ""type"": ""Point""}";48.870623020877304,2.3748998241197983
450072140;FONTAINE_BOIS;GHM Bois;;11F;AVENUE JEAN AICARD;PARIS 11EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.381164092318885, 48.865410708691336], ""type"": ""Point""}";48.865410708691336,2.381164092318885
450071756;FONTAINE_BOIS;Bayard D1;;21;RUE DES BLANCS MANTEAUX;PARIS 4EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;;"{""coordinates"": [2.35646275186818, 48.85874229078241], ""type"": ""Point""}";48.85874229078241,2.35646275186818
450071867;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.309301317399194, 48.88005861167199], ""type"": ""Point""}";48.88005861167199,2.309301317399194
450072132;FONTAINE_BOIS;Bayard D1;34F;;PASSAGE CHARLES DALLERY;PARIS 11EME ARRONDISSEMENT;NON;2021-08-17T04:00:00+02:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.376762097965089, 48.856021756199105], ""type"": ""Point""}";48.856021756199105,2.376762097965089
450072133;FONTAINE_BOIS;GHM Bois;;7F;RUE DU GENERAL BLAISE;PARIS 11EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.378563243336115, 48.861639352296436], ""type"": ""Point""}";48.861639352296436,2.378563243336115
450072205;FONTAINE_BOIS;Salamandre;;;SQUARE PAUL GRIMAULT;PARIS 13EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.348324952074419, 48.82301262058872], ""type"": ""Point""}";48.82301262058872,2.348324952074419
450070461;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE SEVRES A NEUILLY;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.237677219403201, 48.85549370330184], ""type"": ""Point""}";48.85549370330184,2.237677219403201
450072570;FONTAINE_BOIS;GHM Bois;;53F;RUE EMILE BOLLAERT;PARIS 19EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.374488628627207, 48.89998683147714], ""type"": ""Point""}";48.89998683147714,2.374488628627207
450071742;FONTAINE_BOIS;GHM Bois;14;;RUE VILLEHARDOUIN;PARIS 3EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.365377829920051, 48.85937594457008], ""type"": ""Point""}";48.85937594457008,2.365377829920051
450072302;FONTAINE_BOIS;Particulier;;;RUE DES THERMOPYLES;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.319934511125003, 48.83190733894493], ""type"": ""Point""}";48.83190733894493,2.319934511125003
450072502;FONTAINE_BOIS;GHM Bois;16;;RUE AFFRE;PARIS 18EME ARRONDISSEMENT;NON;2021-12-06T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.356137557051948, 48.88614026722617], ""type"": ""Point""}";48.88614026722617,2.356137557051948
450072706;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE JEAN XXIII;PARIS 4EME ARRONDISSEMENT;NON;2019-05-02T04:00:00+02:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.34918539760741, 48.852712535154794], ""type"": ""Point""}";48.852712535154794,2.34918539760741
450077687;FONTAINE_BOIS;;;;AVENUE RACHEL;PARIS 18EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.332557413388106, 48.886440362190136], ""type"": ""Point""}";48.886440362190136,2.332557413388106
450077692;FONTAINE_BOIS;;;;AVENUE SAINT-CHARLES;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.329971047076458, 48.886294201970635], ""type"": ""Point""}";48.886294201970635,2.329971047076458
450077701;FONTAINE_BOIS;;;;AVENUE DES JARDINS;PARIS 17EME ARRONDISSEMENT;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.319626046329623, 48.898292775625855], ""type"": ""Point""}";48.898292775625855,2.319626046329623
450077504;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE EMILE BOLLAERT;PARIS 19EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.376055304383751, 48.89993203546145], ""type"": ""Point""}";48.89993203546145,2.376055304383751
450077507;FONTAINE_BOIS;Particulier;;;RUE DE CAMBRAI;PARIS 19EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.377832864801023, 48.89549136828348], ""type"": ""Point""}";48.89549136828348,2.377832864801023
450080362;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE PRINCIPALE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.38918599859159, 48.86013204460076], ""type"": ""Point""}";48.86013204460076,2.38918599859159
450080237;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.40149545880127, 48.90875329322456], ""type"": ""Point""}";48.90875329322456,2.40149545880127
450080247;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.407662642039149, 48.904690499401774], ""type"": ""Point""}";48.904690499401774,2.407662642039149
450080695;FONTAINE_BOIS;Santa Cole Atlantida;20;;RUE HELENE ET FRANÇOIS MISSOFFE;PARIS 17EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.321253575358011, 48.89978171227604], ""type"": ""Point""}";48.89978171227604,2.321253575358011
450080181;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.378415534911963, 48.75617348664098], ""type"": ""Point""}";48.75617348664098,2.378415534911963
450080259;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.40713932965666, 48.903354005247365], ""type"": ""Point""}";48.903354005247365,2.40713932965666
450080268;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.4140113733675213, 48.90599855109467], ""type"": ""Point""}";48.90599855109467,2.4140113733675213
450080198;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.379353651596894, 48.76322207619879], ""type"": ""Point""}";48.76322207619879,2.379353651596894
450080279;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.36650586093767, 48.81396642913145], ""type"": ""Point""}";48.81396642913145,2.36650586093767
450080282;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.368904089080841, 48.81236987048702], ""type"": ""Point""}";48.81236987048702,2.368904089080841
450080223;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.34682250304707, 48.906673933387864], ""type"": ""Point""}";48.906673933387864,2.34682250304707
450080226;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.346967906119292, 48.9070770840357], ""type"": ""Point""}";48.9070770840357,2.346967906119292
450071017;FONTAINE_TOTEM;Fontaine Totem;;;VOIE GEORGES POMPIDOU;PARIS 4EME ARRONDISSEMENT;NON;2021-12-21T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.357033121896326, 48.85331663648086], ""type"": ""Point""}";48.85331663648086,2.357033121896326
450019335;FONTNE_WALLACE;Caryatides;;75F;PLACE CHARLES FILLION;PARIS 17EME ARRONDISSEMENT;NON;2021-12-20T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.317469511534254, 48.886824359988815], ""type"": ""Point""}";48.886824359988815,2.317469511534254
450019300;FONTNE_WALLACE;Caryatides;;;PLACE LOUIS LEPINE;PARIS 4EME ARRONDISSEMENT;NON;2021-12-13T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.347714599415338, 48.85539729079762], ""type"": ""Point""}";48.85539729079762,2.347714599415338
450019343;FONTNE_WALLACE;Caryatides;;1;RUE BELGRAND;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.399510374003699, 48.864925137424535], ""type"": ""Point""}";48.864925137424535,2.399510374003699
450024976;FONTNE_WALLACE;Caryatides;14;;RUE DES FRERES MORANE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.29143017339468, 48.841551659960736], ""type"": ""Point""}";48.841551659960736,2.29143017339468
450019324;FONTNE_WALLACE;Caryatides;;9;ALLEE DES JUSTES DE FRANCE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.355949001987478, 48.85511279053715], ""type"": ""Point""}";48.85511279053715,2.355949001987478
450070388;FTNE_MILLENAIRE;Fontaine du Millénaire;;63F;QUAI FRANCOIS MAURIAC;PARIS 13EME ARRONDISSEMENT;NON;2021-12-16T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.375439028439389, 48.83548485486982], ""type"": ""Point""}";48.83548485486982,2.375439028439389
450024987;BORNE_FONTAINE;GHM Ville de Paris;42;;RUE CASSINI;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.336067709046215, 48.83729003881579], ""type"": ""Point""}";48.83729003881579,2.336067709046215
450071330;BORNE_FONTAINE;GHM Ville de Paris;;;PLACE LOUIS LEPINE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.347498858207022, 48.855304309536976], ""type"": ""Point""}";48.855304309536976,2.347498858207022
450080645;BORNE_FONTAINE;GHM Ville de Paris;;5;RUE LEON SCHWARTZENBERG;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.354540965726758, 48.87515860037954], ""type"": ""Point""}";48.87515860037954,2.354540965726758
450072975;FONTAINE_ARCEAU;Fontaine Arceau;2;;RUE DU BUISSON SAINT LOUIS;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.372436004598818, 48.87184682172781], ""type"": ""Point""}";48.87184682172781,2.372436004598818
450080118;FONTAINE_ARCEAU;Fontaine Arceau;92;;RUE MONTMARTRE;PARIS 2EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.344017647109816, 48.866993396077156], ""type"": ""Point""}";48.866993396077156,2.344017647109816
450025403;FONTAINE_BOIS;Wallace Bois;;;ROUTE DE LA DAME BLANCHE;PARIS 12EME ARRONDISSEMENT;NON;2021-12-07T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.4418003364380603, 48.84486597992988], ""type"": ""Point""}";48.84486597992988,2.4418003364380603
450025566;FONTAINE_BOIS;Wallace Bois;18F;;ROUTE CEINTURE LAC DAUMESNIL;PARIS 12EME ARRONDISSEMENT;NON;2021-07-06T04:00:00+02:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.4166271569535063, 48.83140057743248], ""type"": ""Point""}";48.83140057743248,2.4166271569535063
450024933;FONTAINE_BOIS;GHM Bois;;;PLACE PAUL VERLAINE;PARIS 13EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.352028176213739, 48.82793683093271], ""type"": ""Point""}";48.82793683093271,2.352028176213739
450072252;FONTAINE_BOIS;Salamandre;;;BOULEVARD KELLERMANN;PARIS 13EME ARRONDISSEMENT;NON;2021-03-19T02:00:00+01:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.35443022212887, 48.8185447254492], ""type"": ""Point""}";48.8185447254492,2.35443022212887
450072255;FONTAINE_BOIS;GHM Bois;;;MAIL DE BIEVRE;PARIS 13EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.344821349008242, 48.829797420446134], ""type"": ""Point""}";48.829797420446134,2.344821349008242
450072595;FONTAINE_BOIS;Bayard D1;;;SQUARE EMMANUEL FLEURY;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4111297781734162, 48.87056147658188], ""type"": ""Point""}";48.87056147658188,2.4111297781734162
450072175;FONTAINE_BOIS;GHM Bois;26F;;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3740086332883132, 48.84821551491661], ""type"": ""Point""}";48.84821551491661,2.3740086332883132
450072208;FONTAINE_BOIS;GHM Bois;;;SQUARE LOUIS SAY;PARIS 13EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.36132330638952, 48.831378613927974], ""type"": ""Point""}";48.831378613927974,2.36132330638952
450072531;FONTAINE_BOIS;Particulier;64F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.366934006381284, 48.8880841956243], ""type"": ""Point""}";48.8880841956243,2.366934006381284
450071825;FONTAINE_BOIS;Particulier;;29F;RUE DE BABYLONE;PARIS 7EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.32047122905293, 48.85140521922069], ""type"": ""Point""}";48.85140521922069,2.32047122905293
450071841;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;ALLEE THOMY THIERRY;PARIS 7EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.294923636892838, 48.856901062113096], ""type"": ""Point""}";48.856901062113096,2.294923636892838
450071843;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE DU GENERAL FERRIE;PARIS 7EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.297461467015972, 48.85717507159633], ""type"": ""Point""}";48.85717507159633,2.297461467015972
450071840;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PLACE JOFFRE;PARIS 7EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.303248850726971, 48.8537023700299], ""type"": ""Point""}";48.8537023700299,2.303248850726971
450072214;FONTAINE_BOIS;Particulier;112;;RUE REGNAULT;PARIS 13EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.36783586951779, 48.823121245256104], ""type"": ""Point""}";48.823121245256104,2.36783586951779
450072074;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.244899832383492, 48.86875362731313], ""type"": ""Point""}";48.86875362731313,2.244899832383492
450072534;FONTAINE_BOIS;Particulier;92F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.367087251490032, 48.88955453190416], ""type"": ""Point""}";48.88955453190416,2.367087251490032
450070536;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE SURESNES;PARIS 16EME ARRONDISSEMENT;NON;2021-12-06T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.270378124561852, 48.86976507164727], ""type"": ""Point""}";48.86976507164727,2.270378124561852
450071929;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;91F;QUAI DE VALMY;PARIS 10EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.363376911183154, 48.87366321720343], ""type"": ""Point""}";48.87366321720343,2.363376911183154
450071930;FONTAINE_BOIS;Bayard D1;106F;;QUAI DE JEMMAPES;PARIS 10EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.363688084702062, 48.87365613377991], ""type"": ""Point""}";48.87365613377991,2.363688084702062
450071934;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE SAINT LAURENT;PARIS 10EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.357955576396199, 48.87464938057366], ""type"": ""Point""}";48.87464938057366,2.357955576396199
450072149;FONTAINE_BOIS;GHM Bois;;;SQUARE DES JARDINIERS;PARIS 11EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.390651912087133, 48.85210040012777], ""type"": ""Point""}";48.85210040012777,2.390651912087133
450072423;FONTAINE_BOIS;GHM Bois;40;;RUE JEAN DE LA FONTAINE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.271613649967827, 48.851664076247864], ""type"": ""Point""}";48.851664076247864,2.271613649967827
450072582;FONTAINE_BOIS;GHM Bois;;;ALLEE DES ORGUES DE FLANDRE;PARIS 19EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.37366759259192, 48.88990289260996], ""type"": ""Point""}";48.88990289260996,2.37366759259192
450072629;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;FACE 9;AVENUE GAMBETTA;PARIS 20EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.389762730890029, 48.86318339859157], ""type"": ""Point""}";48.86318339859157,2.389762730890029
450072342;FONTAINE_BOIS;GHM Bois;50F;;RUE BLOMET;PARIS 15EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.305794115715233, 48.84213362020594], ""type"": ""Point""}";48.84213362020594,2.305794115715233
450072448;FONTAINE_BOIS;Bayard D1;;11;BOULEVARD DE LA SOMME;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.293028800490785, 48.88745214287818], ""type"": ""Point""}";48.88745214287818,2.293028800490785
450071752;FONTAINE_BOIS;GHM Bois;5F;;BOULEVARD HENRI IV;PARIS 4EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3597939274870052, 48.85018370412515], ""type"": ""Point""}";48.85018370412515,2.3597939274870052
